Year_Month,Card_type,Travel_Mode,Trip,DATE
Oct-23,CTP,Metro,601032,1/10/2023
Oct-23,Child/Youth,Metro,110704,1/10/2023
Oct-23,Concession,Metro,177429,1/10/2023
Oct-23,Day Pass without SAF,Metro,10,1/10/2023
Oct-23,Employee,Metro,10057,1/10/2023
Oct-23,Free Travel,Metro,1623,1/10/2023
Oct-23,School Student,Metro,128319,1/10/2023
Oct-23,Senior/Pensioner,Metro,141713,1/10/2023
Oct-23,Sgl Trip Rail Adult,Metro,4173,1/10/2023
Oct-23,Sgl Trip Rail Child/Youth,Metro,5416,1/10/2023
Oct-23,Adult,Train,11463667,1/10/2023
Oct-23,CTP,Train,9076600,1/10/2023
Oct-23,Child/Youth,Train,705858,1/10/2023
Oct-23,Concession,Train,1300116,1/10/2023
Oct-23,Day Pass Child/Youth w/o SAF,Train,23,1/10/2023
Oct-23,Day Pass without SAF,Train,999,1/10/2023
Oct-23,Employee,Train,233221,1/10/2023
Oct-23,Free Travel,Train,22991,1/10/2023
Oct-23,School Student,Train,798096,1/10/2023
Oct-23,Senior/Pensioner,Train,2357874,1/10/2023
Oct-23,Sgl Trip Rail Adult,Train,96729,1/10/2023
Oct-23,Sgl Trip Rail Child/Youth,Train,49139,1/10/2023
Nov-23,Adult,Bus,7332267,1/11/2023
Nov-23,Adult Single Bus Trip 1,Bus,120,1/11/2023
Nov-23,Adult Single Bus Trip 2,Bus,72,1/11/2023
Nov-23,Adult Single Bus Trip 3,Bus,29,1/11/2023
Nov-23,CTP,Bus,7022689,1/11/2023
Nov-23,Child/Youth,Bus,638475,1/11/2023
Nov-23,Child/Youth Single Bus Trip 2,Bus,1,1/11/2023
Nov-23,Child/Youth Single Bus Trip 3,Bus,2,1/11/2023
Nov-23,Concession,Bus,764431,1/11/2023
Nov-23,Day Pass Child/Youth w/o SAF,Bus,35,1/11/2023
Nov-23,Day Pass without SAF,Bus,1000,1/11/2023
Nov-23,Employee,Bus,62959,1/11/2023
Nov-23,Free Travel,Bus,30071,1/11/2023
Nov-23,On Demand,Bus,22514,1/11/2023
Nov-23,School Student,Bus,1421368,1/11/2023
Nov-23,Senior/Pensioner,Bus,3352004,1/11/2023
Nov-23,Adult,Ferry,404050,1/11/2023
Nov-23,CTP,Ferry,700752,1/11/2023
Nov-23,Child/Youth,Ferry,54515,1/11/2023
Nov-23,Concession,Ferry,16881,1/11/2023
Nov-23,Day Pass Child/Youth w/o SAF,Ferry,179,1/11/2023
Nov-23,Day Pass without SAF,Ferry,51,1/11/2023
Nov-23,Employee,Ferry,4495,1/11/2023
Nov-23,Free Travel,Ferry,1798,1/11/2023
Nov-23,School Student,Ferry,11206,1/11/2023
Nov-23,Senior/Pensioner,Ferry,178886,1/11/2023
Nov-23,Sgl Trip Ferry Adult,Ferry,26596,1/11/2023
Nov-23,Sgl Trip Ferry Child/Youth,Ferry,7473,1/11/2023
Nov-23,Adult,Light Rail,1303119,1/11/2023
Nov-23,CTP,Light Rail,1454149,1/11/2023
Nov-23,Child/Youth,Light Rail,82530,1/11/2023
Nov-23,Concession,Light Rail,228118,1/11/2023
Nov-23,Day Pass Child/Youth w/o SAF,Light Rail,6,1/11/2023
Nov-23,Day Pass without SAF,Light Rail,23,1/11/2023
Nov-23,Employee,Light Rail,10259,1/11/2023
Nov-23,Free Travel,Light Rail,3282,1/11/2023
Nov-23,School Student,Light Rail,36321,1/11/2023
Nov-23,Senior/Pensioner,Light Rail,395800,1/11/2023
Nov-23,Sgl Trip LR Adult,Light Rail,4257,1/11/2023
Nov-23,Sgl Trip LR Child/Youth,Light Rail,1258,1/11/2023
Nov-23,Adult,Metro,854398,1/11/2023
Nov-23,CTP,Metro,611217,1/11/2023
Nov-23,Child/Youth,Metro,90685,1/11/2023
Nov-23,Concession,Metro,128213,1/11/2023
Nov-23,Day Pass without SAF,Metro,103,1/11/2023
Nov-23,Employee,Metro,10148,1/11/2023
Nov-23,Free Travel,Metro,1674,1/11/2023
Nov-23,School Student,Metro,166224,1/11/2023
Nov-23,Senior/Pensioner,Metro,147231,1/11/2023
Nov-23,Sgl Trip Rail Adult,Metro,4240,1/11/2023
Nov-23,Sgl Trip Rail Child/Youth,Metro,4173,1/11/2023
Nov-23,Adult,Train,11520770,1/11/2023
Nov-23,CTP,Train,9333408,1/11/2023
Nov-23,Child/Youth,Train,591971,1/11/2023
Nov-23,Concession,Train,1036134,1/11/2023
Nov-23,Day Pass Child/Youth w/o SAF,Train,99,1/11/2023
Nov-23,Day Pass without SAF,Train,847,1/11/2023
Nov-23,Employee,Train,240870,1/11/2023
Nov-23,Free Travel,Train,24423,1/11/2023
Nov-23,School Student,Train,1015165,1/11/2023
Nov-23,Senior/Pensioner,Train,2426988,1/11/2023
Nov-23,Sgl Trip Rail Adult,Train,98566,1/11/2023
Nov-23,Sgl Trip Rail Child/Youth,Train,37905,1/11/2023
Dec-23,Adult,Bus,6558058,1/12/2023
Dec-23,Adult Single Bus Trip 1,Bus,140,1/12/2023
Dec-23,Adult Single Bus Trip 2,Bus,36,1/12/2023
Dec-23,Adult Single Bus Trip 3,Bus,21,1/12/2023
Dec-23,CTP,Bus,6687137,1/12/2023
Dec-23,Child/Youth,Bus,788695,1/12/2023
Dec-23,Child/Youth Single Bus Trip 1,Bus,2,1/12/2023
Dec-23,Child/Youth Single Bus Trip 2,Bus,1,1/12/2023
Dec-23,Concession,Bus,564924,1/12/2023
Dec-23,Day Pass Child/Youth w/o SAF,Bus,17,1/12/2023
Dec-23,Day Pass without SAF,Bus,1002,1/12/2023
Dec-23,Employee,Bus,59638,1/12/2023
Dec-23,Free Travel,Bus,27716,1/12/2023
Dec-23,On Demand,Bus,19650,1/12/2023
Dec-23,School Student,Bus,547473,1/12/2023
Dec-23,Senior/Pensioner,Bus,3116395,1/12/2023
Dec-23,Adult,Ferry,491772,1/12/2023
Dec-23,CTP,Ferry,871206,1/12/2023
Dec-23,Child/Youth,Ferry,117082,1/12/2023
Dec-23,Concession,Ferry,20165,1/12/2023
Dec-23,Day Pass Child/Youth w/o SAF,Ferry,1,1/12/2023
Dec-23,Day Pass without SAF,Ferry,54,1/12/2023
Dec-23,Employee,Ferry,4786,1/12/2023
Dec-23,Free Travel,Ferry,1937,1/12/2023
Dec-23,School Student,Ferry,7817,1/12/2023
Dec-23,Senior/Pensioner,Ferry,189510,1/12/2023
Dec-23,Sgl Trip Ferry Adult,Ferry,43482,1/12/2023
Dec-23,Sgl Trip Ferry Child/Youth,Ferry,23980,1/12/2023
Dec-23,Adult,Light Rail,1307770,1/12/2023
Dec-23,CTP,Light Rail,1471476,1/12/2023
Dec-23,Child/Youth,Light Rail,150385,1/12/2023
Dec-23,Concession,Light Rail,113096,1/12/2023
Dec-23,Day Pass Child/Youth w/o SAF,Light Rail,5,1/12/2023
Dec-23,Day Pass without SAF,Light Rail,62,1/12/2023
Dec-23,Employee,Light Rail,10667,1/12/2023
Dec-23,Free Travel,Light Rail,3228,1/12/2023
Dec-23,School Student,Light Rail,16331,1/12/2023
Dec-23,Senior/Pensioner,Light Rail,412941,1/12/2023
Dec-23,Sgl Trip LR Adult,Light Rail,5543,1/12/2023
Dec-23,Sgl Trip LR Child/Youth,Light Rail,3046,1/12/2023
Dec-23,Adult,Metro,696546,1/12/2023
Dec-23,CTP,Metro,495827,1/12/2023
Dec-23,Child/Youth,Metro,118165,1/12/2023
Dec-23,Concession,Metro,86504,1/12/2023
Dec-23,Day Pass without SAF,Metro,16,1/12/2023
Dec-23,Employee,Metro,8690,1/12/2023
Dec-23,Free Travel,Metro,1253,1/12/2023
Dec-23,School Student,Metro,67107,1/12/2023
Dec-23,Senior/Pensioner,Metro,133112,1/12/2023
Dec-23,Sgl Trip Rail Adult,Metro,5328,1/12/2023
Dec-23,Sgl Trip Rail Child/Youth,Metro,6936,1/12/2023
Dec-23,Adult,Train,10198973,1/12/2023
Dec-23,CTP,Train,8647726,1/12/2023
Dec-23,Child/Youth,Train,837053,1/12/2023
Dec-23,Concession,Train,757253,1/12/2023
Dec-23,Day Pass Child/Youth w/o SAF,Train,20,1/12/2023
Dec-23,Day Pass without SAF,Train,972,1/12/2023
Dec-23,Employee,Train,225374,1/12/2023
Dec-23,Free Travel,Train,20970,1/12/2023
Dec-23,School Student,Train,394784,1/12/2023
Dec-23,Senior/Pensioner,Train,2286113,1/12/2023
Dec-23,Sgl Trip Rail Adult,Train,114217,1/12/2023
Dec-23,Sgl Trip Rail Child/Youth,Train,70483,1/12/2023
Apr-24,Adult,bus,6775154,1/04/2024
Apr-24,Adult,ferry,412245,1/04/2024
Apr-24,Adult,light rail,1223563,1/04/2024
Apr-24,Adult,metro,791620.84,1/04/2024
Apr-24,Adult,train,10678496.05,1/04/2024
Apr-24,Adult,unallocated,3,1/04/2024
Apr-24,CTP,bus,6993234,1/04/2024
Apr-24,CTP,ferry,752230,1/04/2024
Apr-24,CTP,light rail,1452810,1/04/2024
Apr-24,CTP,metro,594538.66,1/04/2024
Apr-24,CTP,train,9404460.12,1/04/2024
Apr-24,CTP,unallocated,2,1/04/2024
Apr-24,Child/Youth,bus,786103,1/04/2024
Apr-24,Child/Youth,ferry,114058,1/04/2024
Apr-24,Child/Youth,light rail,137895,1/04/2024
Apr-24,Child/Youth,metro,119336.3,1/04/2024
Apr-24,Child/Youth,train,842225.86,1/04/2024
Apr-24,Child/Youth,unallocated,2,1/04/2024
Apr-24,Concession,bus,920390,1/04/2024
Apr-24,Concession,ferry,22489,1/04/2024
Apr-24,Concession,light rail,294086,1/04/2024
Apr-24,Concession,metro,170192.73,1/04/2024
Apr-24,Concession,train,1385525.44,1/04/2024
Apr-24,Day Pass Child/Youth w/o SAF,bus,53,1/04/2024
Apr-24,Day Pass Child/Youth w/o SAF,ferry,2,1/04/2024
Apr-24,Day Pass Child/Youth w/o SAF,light rail,5,1/04/2024
Apr-24,Day Pass Child/Youth w/o SAF,train,26,1/04/2024
Apr-24,Day Pass without SAF,bus,1078,1/04/2024
Apr-24,Day Pass without SAF,ferry,34,1/04/2024
Apr-24,Day Pass without SAF,light rail,61,1/04/2024
Apr-24,Day Pass without SAF,metro,8.4,1/04/2024
Apr-24,Day Pass without SAF,train,909.6,1/04/2024
Apr-24,Employee,bus,63375,1/04/2024
Apr-24,Employee,ferry,4565,1/04/2024
Apr-24,Employee,light rail,9662,1/04/2024
Apr-24,Employee,metro,8121.53,1/04/2024
Apr-24,Employee,train,190294.89,1/04/2024
Apr-24,Employee,unallocated,1,1/04/2024
Apr-24,Free Travel,bus,27880,1/04/2024
Apr-24,Free Travel,ferry,1919,1/04/2024
Apr-24,Free Travel,light rail,3246,1/04/2024
Apr-24,Free Travel,metro,1467.2,1/04/2024
Apr-24,Free Travel,train,24357.12,1/04/2024
Apr-24,On Demand,bus,21270,1/04/2024
Apr-24,School Student,bus,655809,1/04/2024
Apr-24,School Student,ferry,5517,1/04/2024
Apr-24,School Student,light rail,22162,1/04/2024
Apr-24,School Student,metro,81285.23,1/04/2024
Apr-24,School Student,train,476402.87,1/04/2024
Apr-24,Senior/Pensioner,bus,3157857,1/04/2024
Apr-24,Senior/Pensioner,ferry,196066,1/04/2024
Apr-24,Senior/Pensioner,light rail,405015,1/04/2024
Apr-24,Senior/Pensioner,metro,137204.21,1/04/2024
Apr-24,Senior/Pensioner,train,2335545.64,1/04/2024
Apr-24,Sgl Trip Ferry Adult,ferry,26513,1/04/2024
Apr-24,Sgl Trip Ferry Child/Youth,ferry,17666,1/04/2024
Apr-24,Sgl Trip LR Adult,light rail,3925,1/04/2024
Apr-24,Sgl Trip LR Child/Youth,light rail,2461,1/04/2024
Apr-24,Sgl Trip Rail Adult,metro,3807.47,1/04/2024
Apr-24,Sgl Trip Rail Adult,train,81105.78,1/04/2024
Apr-24,Sgl Trip Rail Adult,unallocated,1,1/04/2024
Apr-24,Sgl Trip Rail Child/Youth,metro,6167.17,1/04/2024
Apr-24,Sgl Trip Rail Child/Youth,train,56796.91,1/04/2024
Apr-24,Sgl Trip Rail Child/Youth,unallocated,1,1/04/2024
Apr-24,UNKNOWN,bus,144,1/04/2024
Apr-24,UNKNOWN,ferry,1,1/04/2024
Apr-24,UNKNOWN,light rail,2,1/04/2024
Apr-24,UNKNOWN,metro,19,1/04/2024
Apr-24,UNKNOWN,train,145,1/04/2024
Apr-25,Adult,bus,6181583,1/04/2025
Apr-25,Adult,ferry,384257,1/04/2025
Apr-25,Adult,light rail,1279221,1/04/2025
Apr-25,Adult,metro,2176537.96,1/04/2025
Apr-25,Adult,train,9004743.57,1/04/2025
Apr-25,CTP,bus,7511778,1/04/2025
Apr-25,CTP,ferry,888316,1/04/2025
Apr-25,CTP,light rail,1715511,1/04/2025
Apr-25,CTP,metro,2349744.16,1/04/2025
Apr-25,CTP,train,8960501.8,1/04/2025
Apr-25,Child/Youth,bus,728464,1/04/2025
Apr-25,Child/Youth,ferry,108722,1/04/2025
Apr-25,Child/Youth,light rail,155656,1/04/2025
Apr-25,Child/Youth,metro,271922.31,1/04/2025
Apr-25,Child/Youth,train,766391.43,1/04/2025
Apr-25,Concession,bus,1055684,1/04/2025
Apr-25,Concession,ferry,27316,1/04/2025
Apr-25,Concession,light rail,360012,1/04/2025
Apr-25,Concession,metro,447576.63,1/04/2025
Apr-25,Concession,train,1370899.1,1/04/2025
Apr-25,Day Pass Child/Youth w/o SAF,bus,7,1/04/2025
Apr-25,Day Pass Child/Youth w/o SAF,ferry,1,1/04/2025
Apr-25,Day Pass Child/Youth w/o SAF,light rail,4,1/04/2025
Apr-25,Day Pass Child/Youth w/o SAF,metro,8,1/04/2025
Apr-25,Day Pass Child/Youth w/o SAF,train,34,1/04/2025
Apr-25,Day Pass without SAF,bus,918,1/04/2025
Apr-25,Day Pass without SAF,ferry,43,1/04/2025
Apr-25,Day Pass without SAF,light rail,69,1/04/2025
Apr-25,Day Pass without SAF,metro,50.82,1/04/2025
Apr-25,Day Pass without SAF,train,915.58,1/04/2025
Apr-25,Employee,bus,74306,1/04/2025
Apr-25,Employee,ferry,5064,1/04/2025
Apr-25,Employee,light rail,13476,1/04/2025
Apr-25,Employee,metro,34437.85,1/04/2025
Apr-25,Employee,train,176170.89,1/04/2025
Apr-25,Free Travel,bus,27513,1/04/2025
Apr-25,Free Travel,ferry,1930,1/04/2025
Apr-25,Free Travel,light rail,3677,1/04/2025
Apr-25,Free Travel,metro,5104.33,1/04/2025
Apr-25,Free Travel,train,22150.87,1/04/2025
Apr-25,On Demand,bus,16330,1/04/2025
Apr-25,School Student,bus,716898,1/04/2025
Apr-25,School Student,ferry,6000,1/04/2025
Apr-25,School Student,light rail,28712,1/04/2025
Apr-25,School Student,metro,156573.73,1/04/2025
Apr-25,School Student,train,472462.72,1/04/2025
Apr-25,Senior/Pensioner,bus,3134836,1/04/2025
Apr-25,Senior/Pensioner,ferry,194436,1/04/2025
Apr-25,Senior/Pensioner,light rail,474695,1/04/2025
Apr-25,Senior/Pensioner,metro,435647.21,1/04/2025
Apr-25,Senior/Pensioner,train,2272153.88,1/04/2025
Apr-25,Sgl Trip Ferry Adult,ferry,27713,1/04/2025
Apr-25,Sgl Trip Ferry Child/Youth,ferry,18420,1/04/2025
Apr-25,Sgl Trip LR Adult,light rail,4096,1/04/2025
Apr-25,Sgl Trip LR Child/Youth,light rail,2727,1/04/2025
Apr-25,Sgl Trip Rail Adult,metro,11053.64,1/04/2025
Apr-25,Sgl Trip Rail Adult,train,70526.36,1/04/2025
Apr-25,Sgl Trip Rail Child/Youth,metro,15592.32,1/04/2025
Apr-25,Sgl Trip Rail Child/Youth,train,56154.8,1/04/2025
Apr-25,UNKNOWN,bus,66,1/04/2025
Apr-25,UNKNOWN,ferry,12,1/04/2025
Apr-25,UNKNOWN,light rail,8,1/04/2025
Apr-25,UNKNOWN,metro,2.11,1/04/2025
Apr-25,UNKNOWN,train,71,1/04/2025
Aug-24,Adult,bus,7133317,1/08/2024
Aug-24,Adult,ferry,362762,1/08/2024
Aug-24,Adult,light rail,1267089,1/08/2024
Aug-24,Adult,metro,1514414.91,1/08/2024
Aug-24,Adult,train,11522067.68,1/08/2024
Aug-24,CTP,bus,7234374,1/08/2024
Aug-24,CTP,ferry,634998,1/08/2024
Aug-24,CTP,light rail,1483846,1/08/2024
Aug-24,CTP,metro,1368611.17,1/08/2024
Aug-24,CTP,train,10090564.95,1/08/2024
Aug-24,Child/Youth,bus,635475,1/08/2024
Aug-24,Child/Youth,ferry,64954,1/08/2024
Aug-24,Child/Youth,light rail,102834,1/08/2024
Aug-24,Child/Youth,metro,149909.13,1/08/2024
Aug-24,Child/Youth,train,636391.04,1/08/2024
Aug-24,Concession,bus,1100388,1/08/2024
Aug-24,Concession,ferry,23687,1/08/2024
Aug-24,Concession,light rail,236167,1/08/2024
Aug-24,Concession,metro,337739.59,1/08/2024
Aug-24,Concession,train,1617591.46,1/08/2024
Aug-24,Day Pass Child/Youth w/o SAF,bus,10,1/08/2024
Aug-24,Day Pass Child/Youth w/o SAF,ferry,58,1/08/2024
Aug-24,Day Pass Child/Youth w/o SAF,light rail,17,1/08/2024
Aug-24,Day Pass Child/Youth w/o SAF,metro,2,1/08/2024
Aug-24,Day Pass Child/Youth w/o SAF,train,292,1/08/2024
Aug-24,Day Pass without SAF,bus,1219,1/08/2024
Aug-24,Day Pass without SAF,ferry,50,1/08/2024
Aug-24,Day Pass without SAF,light rail,74,1/08/2024
Aug-24,Day Pass without SAF,metro,32.44,1/08/2024
Aug-24,Day Pass without SAF,train,974.6,1/08/2024
Aug-24,Employee,bus,76526,1/08/2024
Aug-24,Employee,ferry,4368,1/08/2024
Aug-24,Employee,light rail,11051,1/08/2024
Aug-24,Employee,metro,21640.27,1/08/2024
Aug-24,Employee,train,212160.53,1/08/2024
Aug-24,Free Travel,bus,30146,1/08/2024
Aug-24,Free Travel,ferry,1784,1/08/2024
Aug-24,Free Travel,light rail,3512,1/08/2024
Aug-24,Free Travel,metro,4203.08,1/08/2024
Aug-24,Free Travel,train,26000.04,1/08/2024
Aug-24,On Demand,bus,18237,1/08/2024
Aug-24,School Student,bus,1410956,1/08/2024
Aug-24,School Student,ferry,10335,1/08/2024
Aug-24,School Student,light rail,40717,1/08/2024
Aug-24,School Student,metro,231151.12,1/08/2024
Aug-24,School Student,train,1039430.46,1/08/2024
Aug-24,Senior/Pensioner,bus,3401132,1/08/2024
Aug-24,Senior/Pensioner,ferry,175547,1/08/2024
Aug-24,Senior/Pensioner,light rail,422349,1/08/2024
Aug-24,Senior/Pensioner,metro,355339.91,1/08/2024
Aug-24,Senior/Pensioner,train,2609523.08,1/08/2024
Aug-24,Sgl Trip Ferry Adult,ferry,19857,1/08/2024
Aug-24,Sgl Trip Ferry Child/Youth,ferry,10279,1/08/2024
Aug-24,Sgl Trip LR Adult,light rail,4327,1/08/2024
Aug-24,Sgl Trip LR Child/Youth,light rail,2286,1/08/2024
Aug-24,Sgl Trip Rail Adult,metro,6489.19,1/08/2024
Aug-24,Sgl Trip Rail Adult,train,77568.83,1/08/2024
Aug-24,Sgl Trip Rail Child/Youth,metro,8214.97,1/08/2024
Aug-24,Sgl Trip Rail Child/Youth,train,43136.94,1/08/2024
Aug-24,UNKNOWN,bus,150,1/08/2024
Aug-24,UNKNOWN,ferry,25,1/08/2024
Aug-24,UNKNOWN,light rail,2,1/08/2024
Aug-24,UNKNOWN,metro,13.98,1/08/2024
Aug-24,UNKNOWN,train,168,1/08/2024
Aug-25,Adult,bus,6291097,1/08/2025
Aug-25,Adult,ferry,291388,1/08/2025
Aug-25,Adult,light rail,1223207,1/08/2025
Aug-25,Adult,metro,2233610.92,1/08/2025
Aug-25,Adult,train,9234726.52,1/08/2025
Aug-25,CTP,bus,7694292,1/08/2025
Aug-25,CTP,ferry,693528,1/08/2025
Aug-25,CTP,light rail,1689759,1/08/2025
Aug-25,CTP,metro,2462605.37,1/08/2025
Aug-25,CTP,train,9436173.68,1/08/2025
Aug-25,Child/Youth,bus,556488,1/08/2025
Aug-25,Child/Youth,ferry,57292,1/08/2025
Aug-25,Child/Youth,light rail,104454,1/08/2025
Aug-25,Child/Youth,metro,182904.94,1/08/2025
Aug-25,Child/Youth,train,560773.19,1/08/2025
Aug-25,Concession,bus,1075252,1/08/2025
Aug-25,Concession,ferry,20773,1/08/2025
Aug-25,Concession,light rail,290643,1/08/2025
Aug-25,Concession,metro,492992.99,1/08/2025
Aug-25,Concession,train,1427385.75,1/08/2025
Aug-25,Day Pass Child/Youth w/o SAF,bus,11,1/08/2025
Aug-25,Day Pass Child/Youth w/o SAF,ferry,55,1/08/2025
Aug-25,Day Pass Child/Youth w/o SAF,light rail,91,1/08/2025
Aug-25,Day Pass Child/Youth w/o SAF,metro,2.41,1/08/2025
Aug-25,Day Pass Child/Youth w/o SAF,train,327.59,1/08/2025
Aug-25,Day Pass without SAF,bus,1190,1/08/2025
Aug-25,Day Pass without SAF,ferry,40,1/08/2025
Aug-25,Day Pass without SAF,light rail,170,1/08/2025
Aug-25,Day Pass without SAF,metro,54.31,1/08/2025
Aug-25,Day Pass without SAF,train,1317.7,1/08/2025
Aug-25,Employee,bus,79652,1/08/2025
Aug-25,Employee,ferry,4153,1/08/2025
Aug-25,Employee,light rail,13015,1/08/2025
Aug-25,Employee,metro,44428.58,1/08/2025
Aug-25,Employee,train,220238.29,1/08/2025
Aug-25,Free Travel,bus,28493,1/08/2025
Aug-25,Free Travel,ferry,1760,1/08/2025
Aug-25,Free Travel,light rail,3498,1/08/2025
Aug-25,Free Travel,metro,5802.04,1/08/2025
Aug-25,Free Travel,train,25431.27,1/08/2025
Aug-25,On Demand,bus,16362,1/08/2025
Aug-25,School Student,bus,1214148,1/08/2025
Aug-25,School Student,ferry,8585,1/08/2025
Aug-25,School Student,light rail,47742,1/08/2025
Aug-25,School Student,metro,318985.54,1/08/2025
Aug-25,School Student,train,909215.4,1/08/2025
Aug-25,Senior/Pensioner,bus,3101028,1/08/2025
Aug-25,Senior/Pensioner,ferry,154978,1/08/2025
Aug-25,Senior/Pensioner,light rail,437921,1/08/2025
Aug-25,Senior/Pensioner,metro,444632.79,1/08/2025
Aug-25,Senior/Pensioner,train,2320569.5,1/08/2025
Aug-25,Sgl Trip Ferry Adult,ferry,23175,1/08/2025
Aug-25,Sgl Trip Ferry Child/Youth,ferry,10565,1/08/2025
Aug-25,Sgl Trip LR Adult,light rail,3726,1/08/2025
Aug-25,Sgl Trip LR Child/Youth,light rail,2033,1/08/2025
Aug-25,Sgl Trip Rail Adult,metro,10782.94,1/08/2025
Aug-25,Sgl Trip Rail Adult,train,70708.28,1/08/2025
Aug-25,Sgl Trip Rail Child/Youth,metro,11449.84,1/08/2025
Aug-25,Sgl Trip Rail Child/Youth,train,41642.41,1/08/2025
Aug-25,UNKNOWN,bus,11,1/08/2025
Aug-25,UNKNOWN,light rail,2,1/08/2025
Aug-25,UNKNOWN,metro,0,1/08/2025
Aug-25,UNKNOWN,train,31,1/08/2025
Dec-24,Adult,bus,6251661,1/12/2024
Dec-24,Adult,ferry,439177,1/12/2024
Dec-24,Adult,light rail,1177408,1/12/2024
Dec-24,Adult,metro,2022626.11,1/12/2024
Dec-24,Adult,train,8944757.94,1/12/2024
Dec-24,CTP,bus,7274067,1/12/2024
Dec-24,CTP,ferry,997118,1/12/2024
Dec-24,CTP,light rail,1558377,1/12/2024
Dec-24,CTP,metro,2132477.06,1/12/2024
Dec-24,CTP,train,8547228.96,1/12/2024
Dec-24,Child/Youth,bus,729805,1/12/2024
Dec-24,Child/Youth,ferry,116138,1/12/2024
Dec-24,Child/Youth,light rail,143011,1/12/2024
Dec-24,Child/Youth,metro,262402.02,1/12/2024
Dec-24,Child/Youth,train,745774.52,1/12/2024
Dec-24,Concession,bus,639889,1/12/2024
Dec-24,Concession,ferry,24023,1/12/2024
Dec-24,Concession,light rail,113431,1/12/2024
Dec-24,Concession,metro,244179.41,1/12/2024
Dec-24,Concession,train,768937.31,1/12/2024
Dec-24,Day Pass Child/Youth w/o SAF,bus,134,1/12/2024
Dec-24,Day Pass Child/Youth w/o SAF,ferry,37,1/12/2024
Dec-24,Day Pass Child/Youth w/o SAF,light rail,22,1/12/2024
Dec-24,Day Pass Child/Youth w/o SAF,metro,78,1/12/2024
Dec-24,Day Pass Child/Youth w/o SAF,train,77,1/12/2024
Dec-24,Day Pass without SAF,bus,837,1/12/2024
Dec-24,Day Pass without SAF,ferry,55,1/12/2024
Dec-24,Day Pass without SAF,light rail,53,1/12/2024
Dec-24,Day Pass without SAF,metro,68.94,1/12/2024
Dec-24,Day Pass without SAF,train,804.41,1/12/2024
Dec-24,Employee,bus,75397,1/12/2024
Dec-24,Employee,ferry,5455,1/12/2024
Dec-24,Employee,light rail,12887,1/12/2024
Dec-24,Employee,metro,39374.4,1/12/2024
Dec-24,Employee,train,186692.89,1/12/2024
Dec-24,Free Travel,bus,28280,1/12/2024
Dec-24,Free Travel,ferry,1965,1/12/2024
Dec-24,Free Travel,light rail,3316,1/12/2024
Dec-24,Free Travel,metro,4889.28,1/12/2024
Dec-24,Free Travel,train,21484.51,1/12/2024
Dec-24,On Demand,bus,99,1/12/2024
Dec-24,School Student,bus,580623,1/12/2024
Dec-24,School Student,ferry,9330,1/12/2024
Dec-24,School Student,light rail,18806,1/12/2024
Dec-24,School Student,metro,129950.52,1/12/2024
Dec-24,School Student,train,404778.77,1/12/2024
Dec-24,Senior/Pensioner,bus,3298999,1/12/2024
Dec-24,Senior/Pensioner,ferry,197594,1/12/2024
Dec-24,Senior/Pensioner,light rail,447318,1/12/2024
Dec-24,Senior/Pensioner,metro,442860.89,1/12/2024
Dec-24,Senior/Pensioner,train,2280444.49,1/12/2024
Dec-24,Sgl Trip Ferry Adult,ferry,38059,1/12/2024
Dec-24,Sgl Trip Ferry Child/Youth,ferry,22023,1/12/2024
Dec-24,Sgl Trip LR Adult,light rail,5484,1/12/2024
Dec-24,Sgl Trip LR Child/Youth,light rail,3135,1/12/2024
Dec-24,Sgl Trip Rail Adult,metro,15324.57,1/12/2024
Dec-24,Sgl Trip Rail Adult,train,88107.29,1/12/2024
Dec-24,Sgl Trip Rail Child/Youth,metro,19561.19,1/12/2024
Dec-24,Sgl Trip Rail Child/Youth,train,58962.28,1/12/2024
Dec-24,UNKNOWN,bus,25,1/12/2024
Dec-24,UNKNOWN,ferry,2,1/12/2024
Dec-24,UNKNOWN,light rail,5,1/12/2024
Dec-24,UNKNOWN,metro,26.88,1/12/2024
Dec-24,UNKNOWN,train,185.36,1/12/2024
Feb-24,Adult,bus,7224476,1/02/2024
Feb-24,Adult,ferry,439905,1/02/2024
Feb-24,Adult,light rail,1338746,1/02/2024
Feb-24,Adult,metro,827154.05,1/02/2024
Feb-24,Adult,train,11363762.05,1/02/2024
Feb-24,Adult,unallocated,2,1/02/2024
Feb-24,CTP,bus,7202865,1/02/2024
Feb-24,CTP,ferry,834026,1/02/2024
Feb-24,CTP,light rail,1560849,1/02/2024
Feb-24,CTP,metro,601447.17,1/02/2024
Feb-24,CTP,train,9947792.85,1/02/2024
Feb-24,CTP,unallocated,1,1/02/2024
Feb-24,Child/Youth,bus,731310,1/02/2024
Feb-24,Child/Youth,ferry,62341,1/02/2024
Feb-24,Child/Youth,light rail,118847,1/02/2024
Feb-24,Child/Youth,metro,92914.72,1/02/2024
Feb-24,Child/Youth,train,691902.55,1/02/2024
Feb-24,Concession,bus,845692,1/02/2024
Feb-24,Concession,ferry,20326,1/02/2024
Feb-24,Concession,light rail,288433,1/02/2024
Feb-24,Concession,metro,154549.55,1/02/2024
Feb-24,Concession,train,1270833.71,1/02/2024
Feb-24,Day Pass Child/Youth w/o SAF,bus,10,1/02/2024
Feb-24,Day Pass Child/Youth w/o SAF,train,16,1/02/2024
