Year_Month,Card_type,Travel_Mode,Trip,DATE
Feb-24,Day Pass without SAF,bus,1200,1/02/2024
Feb-24,Day Pass without SAF,ferry,47,1/02/2024
Feb-24,Day Pass without SAF,light rail,63,1/02/2024
Feb-24,Day Pass without SAF,metro,13,1/02/2024
Feb-24,Day Pass without SAF,train,1125,1/02/2024
Feb-24,Employee,bus,58844,1/02/2024
Feb-24,Employee,ferry,4041,1/02/2024
Feb-24,Employee,light rail,9118,1/02/2024
Feb-24,Employee,metro,7950.3,1/02/2024
Feb-24,Employee,train,190308.95,1/02/2024
Feb-24,Free Travel,bus,27690,1/02/2024
Feb-24,Free Travel,ferry,1703,1/02/2024
Feb-24,Free Travel,light rail,3157,1/02/2024
Feb-24,Free Travel,metro,1474.84,1/02/2024
Feb-24,Free Travel,train,23645.95,1/02/2024
Feb-24,On Demand,bus,22073,1/02/2024
Feb-24,School Student,bus,1528527,1/02/2024
Feb-24,School Student,ferry,10853,1/02/2024
Feb-24,School Student,light rail,46434,1/02/2024
Feb-24,School Student,metro,169822.16,1/02/2024
Feb-24,School Student,train,1039094.93,1/02/2024
Feb-24,Senior/Pensioner,bus,3152858,1/02/2024
Feb-24,Senior/Pensioner,ferry,182373,1/02/2024
Feb-24,Senior/Pensioner,light rail,394978,1/02/2024
Feb-24,Senior/Pensioner,metro,135537.4,1/02/2024
Feb-24,Senior/Pensioner,train,2360824.73,1/02/2024
Feb-24,Sgl Trip Ferry Adult,ferry,30903,1/02/2024
Feb-24,Sgl Trip Ferry Child/Youth,ferry,10222,1/02/2024
Feb-24,Sgl Trip LR Adult,light rail,4945,1/02/2024
Feb-24,Sgl Trip LR Child/Youth,light rail,1848,1/02/2024
Feb-24,Sgl Trip Rail Adult,metro,4160.27,1/02/2024
Feb-24,Sgl Trip Rail Adult,train,100991.17,1/02/2024
Feb-24,Sgl Trip Rail Child/Youth,metro,3917.25,1/02/2024
Feb-24,Sgl Trip Rail Child/Youth,train,42363.77,1/02/2024
Feb-24,UNKNOWN,bus,223,1/02/2024
Feb-24,UNKNOWN,ferry,1,1/02/2024
Feb-24,UNKNOWN,light rail,15,1/02/2024
Feb-24,UNKNOWN,metro,37.02,1/02/2024
Feb-24,UNKNOWN,train,275,1/02/2024
Feb-25,Adult,bus,6526878,1/02/2025
Feb-25,Adult,ferry,368918,1/02/2025
Feb-25,Adult,light rail,1160956,1/02/2025
Feb-25,Adult,metro,2146118.16,1/02/2025
Feb-25,Adult,train,8738379.96,1/02/2025
Feb-25,CTP,bus,7749283,1/02/2025
Feb-25,CTP,ferry,873305,1/02/2025
Feb-25,CTP,light rail,1535130,1/02/2025
Feb-25,CTP,metro,2276463.92,1/02/2025
Feb-25,CTP,train,8544354.35,1/02/2025
Feb-25,Child/Youth,bus,705635,1/02/2025
Feb-25,Child/Youth,ferry,59798,1/02/2025
Feb-25,Child/Youth,light rail,107185,1/02/2025
Feb-25,Child/Youth,metro,202541.37,1/02/2025
Feb-25,Child/Youth,train,594771.8,1/02/2025
Feb-25,Concession,bus,878946,1/02/2025
Feb-25,Concession,ferry,23539,1/02/2025
Feb-25,Concession,light rail,272303,1/02/2025
Feb-25,Concession,metro,349099.76,1/02/2025
Feb-25,Concession,train,1070152.35,1/02/2025
Feb-25,Day Pass Child/Youth w/o SAF,bus,44,1/02/2025
Feb-25,Day Pass Child/Youth w/o SAF,ferry,1,1/02/2025
Feb-25,Day Pass Child/Youth w/o SAF,light rail,25,1/02/2025
Feb-25,Day Pass Child/Youth w/o SAF,metro,0.6,1/02/2025
Feb-25,Day Pass Child/Youth w/o SAF,train,45.4,1/02/2025
Feb-25,Day Pass without SAF,bus,995,1/02/2025
Feb-25,Day Pass without SAF,ferry,27,1/02/2025
Feb-25,Day Pass without SAF,light rail,80,1/02/2025
Feb-25,Day Pass without SAF,metro,43.78,1/02/2025
Feb-25,Day Pass without SAF,train,860.12,1/02/2025
Feb-25,Employee,bus,75776,1/02/2025
Feb-25,Employee,ferry,4934,1/02/2025
Feb-25,Employee,light rail,11341,1/02/2025
Feb-25,Employee,metro,36370.94,1/02/2025
Feb-25,Employee,train,172843.62,1/02/2025
Feb-25,Free Travel,bus,29574,1/02/2025
Feb-25,Free Travel,ferry,2041,1/02/2025
Feb-25,Free Travel,light rail,3091,1/02/2025
Feb-25,Free Travel,metro,5170.37,1/02/2025
Feb-25,Free Travel,train,21386.35,1/02/2025
Feb-25,On Demand,bus,16470,1/02/2025
Feb-25,School Student,bus,1315384,1/02/2025
Feb-25,School Student,ferry,10693,1/02/2025
Feb-25,School Student,light rail,49817,1/02/2025
Feb-25,School Student,metro,266581.94,1/02/2025
Feb-25,School Student,train,833441.58,1/02/2025
Feb-25,Senior/Pensioner,bus,3232041,1/02/2025
Feb-25,Senior/Pensioner,ferry,191659,1/02/2025
Feb-25,Senior/Pensioner,light rail,412609,1/02/2025
Feb-25,Senior/Pensioner,metro,412570.2,1/02/2025
Feb-25,Senior/Pensioner,train,2110941.37,1/02/2025
Feb-25,Sgl Trip Ferry Adult,ferry,24140,1/02/2025
Feb-25,Sgl Trip Ferry Child/Youth,ferry,7517,1/02/2025
Feb-25,Sgl Trip LR Adult,light rail,3616,1/02/2025
Feb-25,Sgl Trip LR Child/Youth,light rail,1163,1/02/2025
Feb-25,Sgl Trip Rail Adult,metro,10603.18,1/02/2025
Feb-25,Sgl Trip Rail Adult,train,69652.12,1/02/2025
Feb-25,Sgl Trip Rail Child/Youth,metro,9891.8,1/02/2025
Feb-25,Sgl Trip Rail Child/Youth,train,35032.32,1/02/2025
Feb-25,UNKNOWN,bus,51,1/02/2025
Feb-25,UNKNOWN,ferry,25,1/02/2025
Feb-25,UNKNOWN,light rail,11,1/02/2025
Feb-25,UNKNOWN,metro,5.68,1/02/2025
Feb-25,UNKNOWN,train,93.79,1/02/2025
Jan-24,Adult,bus,6490854,1/01/2024
Jan-24,Adult,ferry,504992,1/01/2024
Jan-24,Adult,light rail,1204213,1/01/2024
Jan-24,Adult,metro,709668.24,1/01/2024
Jan-24,Adult,train,9997817.37,1/01/2024
Jan-24,CTP,bus,6712175,1/01/2024
Jan-24,CTP,ferry,917397,1/01/2024
Jan-24,CTP,light rail,1366438,1/01/2024
Jan-24,CTP,metro,513631.99,1/01/2024
Jan-24,CTP,train,8614327.75,1/01/2024
Jan-24,CTP,unallocated,1,1/01/2024
Jan-24,Child/Youth,bus,962874,1/01/2024
Jan-24,Child/Youth,ferry,175975,1/01/2024
Jan-24,Child/Youth,light rail,190711,1/01/2024
Jan-24,Child/Youth,metro,154756.93,1/01/2024
Jan-24,Child/Youth,train,1037977.6,1/01/2024
Jan-24,Concession,bus,530796,1/01/2024
Jan-24,Concession,ferry,19665,1/01/2024
Jan-24,Concession,light rail,98025,1/01/2024
Jan-24,Concession,metro,85017.31,1/01/2024
Jan-24,Concession,train,729949.72,1/01/2024
Jan-24,Day Pass Child/Youth w/o SAF,bus,14,1/01/2024
Jan-24,Day Pass Child/Youth w/o SAF,ferry,1,1/01/2024
Jan-24,Day Pass Child/Youth w/o SAF,light rail,8,1/01/2024
Jan-24,Day Pass Child/Youth w/o SAF,train,20,1/01/2024
Jan-24,Day Pass without SAF,bus,1223,1/01/2024
Jan-24,Day Pass without SAF,ferry,55,1/01/2024
Jan-24,Day Pass without SAF,light rail,79,1/01/2024
Jan-24,Day Pass without SAF,metro,21.49,1/01/2024
Jan-24,Day Pass without SAF,train,1010.51,1/01/2024
Jan-24,Employee,bus,56192,1/01/2024
Jan-24,Employee,ferry,4806,1/01/2024
Jan-24,Employee,light rail,9390,1/01/2024
Jan-24,Employee,metro,7591.13,1/01/2024
Jan-24,Employee,train,179906.34,1/01/2024
Jan-24,Free Travel,bus,27070,1/01/2024
Jan-24,Free Travel,ferry,1994,1/01/2024
Jan-24,Free Travel,light rail,2938,1/01/2024
Jan-24,Free Travel,metro,1225.17,1/01/2024
Jan-24,Free Travel,train,20890.47,1/01/2024
Jan-24,On Demand,bus,21799,1/01/2024
Jan-24,School Student,bus,31513,1/01/2024
Jan-24,School Student,ferry,619,1/01/2024
Jan-24,School Student,light rail,1353,1/01/2024
Jan-24,School Student,metro,3283.05,1/01/2024
Jan-24,School Student,train,24056.89,1/01/2024
Jan-24,Senior/Pensioner,bus,3067553,1/01/2024
Jan-24,Senior/Pensioner,ferry,212137,1/01/2024
Jan-24,Senior/Pensioner,light rail,402929,1/01/2024
Jan-24,Senior/Pensioner,metro,133813.21,1/01/2024
Jan-24,Senior/Pensioner,train,2200208.15,1/01/2024
Jan-24,Sgl Trip Ferry Adult,ferry,39508,1/01/2024
Jan-24,Sgl Trip Ferry Child/Youth,ferry,26479,1/01/2024
Jan-24,Sgl Trip LR Adult,light rail,5101,1/01/2024
Jan-24,Sgl Trip LR Child/Youth,light rail,3566,1/01/2024
Jan-24,Sgl Trip Rail Adult,metro,4333.3,1/01/2024
Jan-24,Sgl Trip Rail Adult,train,92385.08,1/01/2024
Jan-24,Sgl Trip Rail Child/Youth,metro,7548.03,1/01/2024
Jan-24,Sgl Trip Rail Child/Youth,train,72588.81,1/01/2024
Jan-24,UNKNOWN,bus,52,1/01/2024
Jan-24,UNKNOWN,light rail,11,1/01/2024
Jan-24,UNKNOWN,metro,7,1/01/2024
Jan-24,UNKNOWN,train,78,1/01/2024
Jan-25,Adult,bus,6044179,1/01/2025
Jan-25,Adult,ferry,429956,1/01/2025
Jan-25,Adult,light rail,1170260,1/01/2025
Jan-25,Adult,metro,1983875.9,1/01/2025
Jan-25,Adult,train,8140462.01,1/01/2025
Jan-25,CTP,bus,7220103,1/01/2025
Jan-25,CTP,ferry,980658,1/01/2025
Jan-25,CTP,light rail,1523525,1/01/2025
Jan-25,CTP,metro,2089650.29,1/01/2025
Jan-25,CTP,train,7869879.41,1/01/2025
Jan-25,Child/Youth,bus,877765,1/01/2025
Jan-25,Child/Youth,ferry,156119,1/01/2025
Jan-25,Child/Youth,light rail,191511,1/01/2025
Jan-25,Child/Youth,metro,312250.88,1/01/2025
Jan-25,Child/Youth,train,858312.87,1/01/2025
Jan-25,Concession,bus,578418,1/01/2025
Jan-25,Concession,ferry,20517,1/01/2025
Jan-25,Concession,light rail,105747,1/01/2025
Jan-25,Concession,metro,231873.12,1/01/2025
Jan-25,Concession,train,668070.53,1/01/2025
Jan-25,Day Pass Child/Youth w/o SAF,bus,2,1/01/2025
Jan-25,Day Pass Child/Youth w/o SAF,metro,0.2,1/01/2025
Jan-25,Day Pass Child/Youth w/o SAF,train,6.8,1/01/2025
Jan-25,Day Pass without SAF,bus,860,1/01/2025
Jan-25,Day Pass without SAF,ferry,39,1/01/2025
Jan-25,Day Pass without SAF,light rail,83,1/01/2025
Jan-25,Day Pass without SAF,metro,37.81,1/01/2025
Jan-25,Day Pass without SAF,train,779.2,1/01/2025
Jan-25,Employee,bus,72047,1/01/2025
Jan-25,Employee,ferry,5753,1/01/2025
Jan-25,Employee,light rail,12439,1/01/2025
Jan-25,Employee,metro,36203.48,1/01/2025
Jan-25,Employee,train,169448.86,1/01/2025
Jan-25,Free Travel,bus,28048,1/01/2025
Jan-25,Free Travel,ferry,2043,1/01/2025
Jan-25,Free Travel,light rail,3575,1/01/2025
Jan-25,Free Travel,metro,5024.5,1/01/2025
Jan-25,Free Travel,train,19982.76,1/01/2025
Jan-25,On Demand,bus,13044,1/01/2025
Jan-25,School Student,bus,11081,1/01/2025
Jan-25,School Student,ferry,235,1/01/2025
Jan-25,School Student,light rail,504,1/01/2025
Jan-25,School Student,metro,3243.24,1/01/2025
Jan-25,School Student,train,9234.73,1/01/2025
Jan-25,Senior/Pensioner,bus,3131772,1/01/2025
Jan-25,Senior/Pensioner,ferry,202016,1/01/2025
Jan-25,Senior/Pensioner,light rail,461800,1/01/2025
Jan-25,Senior/Pensioner,metro,422771.08,1/01/2025
Jan-25,Senior/Pensioner,train,2072169.88,1/01/2025
Jan-25,Sgl Trip Ferry Adult,ferry,37493,1/01/2025
Jan-25,Sgl Trip Ferry Child/Youth,ferry,25159,1/01/2025
Jan-25,Sgl Trip LR Adult,light rail,5223,1/01/2025
Jan-25,Sgl Trip LR Child/Youth,light rail,3652,1/01/2025
Jan-25,Sgl Trip Rail Adult,metro,12779.39,1/01/2025
Jan-25,Sgl Trip Rail Adult,train,73619.24,1/01/2025
Jan-25,Sgl Trip Rail Child/Youth,metro,19320.55,1/01/2025
Jan-25,Sgl Trip Rail Child/Youth,train,62901.32,1/01/2025
Jan-25,UNKNOWN,bus,20,1/01/2025
Jan-25,UNKNOWN,ferry,5,1/01/2025
Jan-25,UNKNOWN,light rail,6,1/01/2025
Jan-25,UNKNOWN,metro,3,1/01/2025
Jan-25,UNKNOWN,train,8,1/01/2025
Jul-24,Adult,bus,6947617,1/07/2024
Jul-24,Adult,ferry,358779,1/07/2024
Jul-24,Adult,light rail,1105263,1/07/2024
Jul-24,Adult,metro,901463.26,1/07/2024
Jul-24,Adult,train,11423594.3,1/07/2024
Jul-24,Adult,unallocated,11,1/07/2024
Jul-24,CTP,bus,6975633,1/07/2024
Jul-24,CTP,ferry,625839,1/07/2024
Jul-24,CTP,light rail,1286505,1/07/2024
Jul-24,CTP,metro,662892.42,1/07/2024
Jul-24,CTP,train,9888563.36,1/07/2024
Jul-24,CTP,unallocated,33,1/07/2024
Jul-24,Child/Youth,bus,817772,1/07/2024
Jul-24,Child/Youth,ferry,111866,1/07/2024
Jul-24,Child/Youth,light rail,141597,1/07/2024
Jul-24,Child/Youth,metro,142085.66,1/07/2024
Jul-24,Child/Youth,train,909028.61,1/07/2024
Jul-24,Child/Youth,unallocated,4,1/07/2024
Jul-24,Concession,bus,822763,1/07/2024
Jul-24,Concession,ferry,18993,1/07/2024
Jul-24,Concession,light rail,276011,1/07/2024
Jul-24,Concession,metro,152739.99,1/07/2024
Jul-24,Concession,train,1203700.62,1/07/2024
Jul-24,Day Pass Child/Youth w/o SAF,bus,19,1/07/2024
Jul-24,Day Pass Child/Youth w/o SAF,ferry,78,1/07/2024
Jul-24,Day Pass Child/Youth w/o SAF,light rail,7,1/07/2024
Jul-24,Day Pass Child/Youth w/o SAF,metro,0.41,1/07/2024
Jul-24,Day Pass Child/Youth w/o SAF,train,185.59,1/07/2024
Jul-24,Day Pass without SAF,bus,1245,1/07/2024
Jul-24,Day Pass without SAF,ferry,25,1/07/2024
Jul-24,Day Pass without SAF,light rail,55,1/07/2024
Jul-24,Day Pass without SAF,metro,24.41,1/07/2024
Jul-24,Day Pass without SAF,train,1006.59,1/07/2024
Jul-24,Employee,bus,74904,1/07/2024
Jul-24,Employee,ferry,4266,1/07/2024
Jul-24,Employee,light rail,9356,1/07/2024
Jul-24,Employee,metro,10148.96,1/07/2024
Jul-24,Employee,train,211990.5,1/07/2024
Jul-24,Employee,unallocated,1,1/07/2024
Jul-24,Free Travel,bus,29232,1/07/2024
Jul-24,Free Travel,ferry,1668,1/07/2024
Jul-24,Free Travel,light rail,3086,1/07/2024
Jul-24,Free Travel,metro,1892.98,1/07/2024
Jul-24,Free Travel,train,25573.17,1/07/2024
Jul-24,On Demand,bus,22949,1/07/2024
Jul-24,School Student,bus,703676,1/07/2024
Jul-24,School Student,ferry,4518,1/07/2024
Jul-24,School Student,light rail,18127,1/07/2024
Jul-24,School Student,metro,93029.96,1/07/2024
Jul-24,School Student,train,522414.44,1/07/2024
Jul-24,Senior/Pensioner,bus,3291635,1/07/2024
Jul-24,Senior/Pensioner,ferry,168242,1/07/2024
Jul-24,Senior/Pensioner,light rail,363919,1/07/2024
Jul-24,Senior/Pensioner,metro,161931.91,1/07/2024
Jul-24,Senior/Pensioner,train,2523302.76,1/07/2024
Jul-24,Sgl Trip Ferry Adult,ferry,23314,1/07/2024
Jul-24,Sgl Trip Ferry Child/Youth,ferry,17154,1/07/2024
Jul-24,Sgl Trip LR Adult,light rail,3710,1/07/2024
Jul-24,Sgl Trip LR Child/Youth,light rail,2651,1/07/2024
Jul-24,Sgl Trip Rail Adult,metro,4326.3,1/07/2024
Jul-24,Sgl Trip Rail Adult,train,79786.72,1/07/2024
Jul-24,Sgl Trip Rail Child/Youth,metro,7560.88,1/07/2024
Jul-24,Sgl Trip Rail Child/Youth,train,61982.13,1/07/2024
Jul-24,UNKNOWN,bus,159,1/07/2024
Jul-24,UNKNOWN,ferry,1,1/07/2024
Jul-24,UNKNOWN,light rail,1,1/07/2024
Jul-24,UNKNOWN,metro,9,1/07/2024
Jul-24,UNKNOWN,train,151,1/07/2024
Jul-25,Adult,bus,6362327,1/07/2025
Jul-25,Adult,ferry,331948,1/07/2025
Jul-25,Adult,light rail,1301687,1/07/2025
Jul-25,Adult,metro,2320889.31,1/07/2025
Jul-25,Adult,train,9168967.82,1/07/2025
Jul-25,CTP,bus,7523005,1/07/2025
Jul-25,CTP,ferry,730075,1/07/2025
Jul-25,CTP,light rail,1695631,1/07/2025
Jul-25,CTP,metro,2467934.51,1/07/2025
Jul-25,CTP,train,8989932.67,1/07/2025
Jul-25,Child/Youth,bus,767324,1/07/2025
Jul-25,Child/Youth,ferry,111357,1/07/2025
Jul-25,Child/Youth,light rail,173901,1/07/2025
Jul-25,Child/Youth,metro,293834.5,1/07/2025
Jul-25,Child/Youth,train,817114.88,1/07/2025
Jul-25,Concession,bus,806605,1/07/2025
Jul-25,Concession,ferry,19760,1/07/2025
Jul-25,Concession,light rail,322314,1/07/2025
Jul-25,Concession,metro,350773.2,1/07/2025
Jul-25,Concession,train,1021877.62,1/07/2025
Jul-25,Day Pass Child/Youth w/o SAF,bus,33,1/07/2025
Jul-25,Day Pass Child/Youth w/o SAF,ferry,142,1/07/2025
Jul-25,Day Pass Child/Youth w/o SAF,light rail,45,1/07/2025
Jul-25,Day Pass Child/Youth w/o SAF,metro,2,1/07/2025
Jul-25,Day Pass Child/Youth w/o SAF,train,117,1/07/2025
Jul-25,Day Pass without SAF,bus,1285,1/07/2025
Jul-25,Day Pass without SAF,ferry,46,1/07/2025
Jul-25,Day Pass without SAF,light rail,156,1/07/2025
Jul-25,Day Pass without SAF,metro,50.18,1/07/2025
Jul-25,Day Pass without SAF,train,1288.84,1/07/2025
Jul-25,Employee,bus,79921,1/07/2025
Jul-25,Employee,ferry,4513,1/07/2025
Jul-25,Employee,light rail,13710,1/07/2025
Jul-25,Employee,metro,40803.11,1/07/2025
Jul-25,Employee,train,179627.87,1/07/2025
Jul-25,Free Travel,bus,28357,1/07/2025
Jul-25,Free Travel,ferry,1883,1/07/2025
Jul-25,Free Travel,light rail,3768,1/07/2025
Jul-25,Free Travel,metro,5530.92,1/07/2025
Jul-25,Free Travel,train,22459.57,1/07/2025
Jul-25,On Demand,bus,17439,1/07/2025
Jul-25,School Student,bus,624900,1/07/2025
Jul-25,School Student,ferry,4133,1/07/2025
Jul-25,School Student,light rail,24915,1/07/2025
Jul-25,School Student,metro,142529.7,1/07/2025
Jul-25,School Student,train,407273.67,1/07/2025
Jul-25,Senior/Pensioner,bus,3192131,1/07/2025
Jul-25,Senior/Pensioner,ferry,173889,1/07/2025
Jul-25,Senior/Pensioner,light rail,471947,1/07/2025
Jul-25,Senior/Pensioner,metro,471763.06,1/07/2025
Jul-25,Senior/Pensioner,train,2300623.36,1/07/2025
Jul-25,Sgl Trip Ferry Adult,ferry,23932,1/07/2025
Jul-25,Sgl Trip Ferry Child/Youth,ferry,17947,1/07/2025
Jul-25,Sgl Trip LR Adult,light rail,3800,1/07/2025
Jul-25,Sgl Trip LR Child/Youth,light rail,3242,1/07/2025
Jul-25,Sgl Trip Rail Adult,metro,11175.87,1/07/2025
Jul-25,Sgl Trip Rail Adult,train,65681.77,1/07/2025
Jul-25,Sgl Trip Rail Child/Youth,metro,17922.41,1/07/2025
Jul-25,Sgl Trip Rail Child/Youth,train,58395.9,1/07/2025
Jul-25,UNKNOWN,bus,16,1/07/2025
Jul-25,UNKNOWN,metro,0,1/07/2025
Jul-25,UNKNOWN,train,17,1/07/2025
Jun-24,Adult,bus,6336923,1/06/2024
Jun-24,Adult,ferry,330608,1/06/2024
Jun-24,Adult,light rail,1054435,1/06/2024
Jun-24,Adult,metro,771469.58,1/06/2024
Jun-24,Adult,train,10589586.39,1/06/2024
Jun-24,Adult,unallocated,9,1/06/2024
Jun-24,CTP,bus,6392070,1/06/2024
Jun-24,CTP,ferry,611037,1/06/2024
Jun-24,CTP,light rail,1226839,1/06/2024
Jun-24,CTP,metro,572990.01,1/06/2024
Jun-24,CTP,train,9453174.86,1/06/2024
Jun-24,CTP,unallocated,22,1/06/2024
Jun-24,Child/Youth,bus,556029,1/06/2024
Jun-24,Child/Youth,ferry,65865,1/06/2024
Jun-24,Child/Youth,light rail,84868,1/06/2024
Jun-24,Child/Youth,metro,83789.97,1/06/2024
Jun-24,Child/Youth,train,670788.28,1/06/2024
Jun-24,Child/Youth,unallocated,10,1/06/2024
Jun-24,Concession,bus,791230,1/06/2024
Jun-24,Concession,ferry,19923,1/06/2024
Jun-24,Concession,light rail,278343,1/06/2024
Jun-24,Concession,metro,132073.35,1/06/2024
Jun-24,Concession,train,1158953.28,1/06/2024
Jun-24,Concession,unallocated,3,1/06/2024
Jun-24,Day Pass Child/Youth w/o SAF,bus,9,1/06/2024
Jun-24,Day Pass Child/Youth w/o SAF,ferry,112,1/06/2024
Jun-24,Day Pass Child/Youth w/o SAF,light rail,2,1/06/2024
Jun-24,Day Pass Child/Youth w/o SAF,train,212,1/06/2024
Jun-24,Day Pass without SAF,bus,1090,1/06/2024
Jun-24,Day Pass without SAF,ferry,44,1/06/2024
Jun-24,Day Pass without SAF,light rail,40,1/06/2024
Jun-24,Day Pass without SAF,metro,18,1/06/2024
Jun-24,Day Pass without SAF,train,1008,1/06/2024
Jun-24,Employee,bus,67497,1/06/2024
Jun-24,Employee,ferry,4108,1/06/2024
Jun-24,Employee,light rail,9006,1/06/2024
Jun-24,Employee,metro,9163.62,1/06/2024
Jun-24,Employee,train,202060.75,1/06/2024
Jun-24,Employee,unallocated,1,1/06/2024
Jun-24,Free Travel,bus,26000,1/06/2024
Jun-24,Free Travel,ferry,1621,1/06/2024
Jun-24,Free Travel,light rail,2862,1/06/2024
Jun-24,Free Travel,metro,1663.86,1/06/2024
Jun-24,Free Travel,train,23665.14,1/06/2024
Jun-24,On Demand,bus,18924,1/06/2024
Jun-24,School Student,bus,1212403,1/06/2024
Jun-24,School Student,ferry,9178,1/06/2024
Jun-24,School Student,light rail,33627,1/06/2024
Jun-24,School Student,metro,161638.02,1/06/2024
Jun-24,School Student,train,908555.82,1/06/2024
Jun-24,Senior/Pensioner,bus,3030368,1/06/2024
Jun-24,Senior/Pensioner,ferry,161668,1/06/2024
Jun-24,Senior/Pensioner,light rail,358961,1/06/2024
Jun-24,Senior/Pensioner,metro,141236.04,1/06/2024
Jun-24,Senior/Pensioner,train,2366099.53,1/06/2024
Jun-24,Sgl Trip Ferry Adult,ferry,18814,1/06/2024
Jun-24,Sgl Trip Ferry Child/Youth,ferry,11232,1/06/2024
Jun-24,Sgl Trip LR Adult,light rail,3095,1/06/2024
Jun-24,Sgl Trip LR Child/Youth,light rail,1648,1/06/2024
Jun-24,Sgl Trip Rail Adult,metro,3357.75,1/06/2024
Jun-24,Sgl Trip Rail Adult,train,77350.16,1/06/2024
Jun-24,Sgl Trip Rail Adult,unallocated,1,1/06/2024
Jun-24,Sgl Trip Rail Child/Youth,metro,4426.81,1/06/2024
Jun-24,Sgl Trip Rail Child/Youth,train,47978.76,1/06/2024
Jun-24,UNKNOWN,bus,148,1/06/2024
Jun-24,UNKNOWN,light rail,3,1/06/2024
Jun-24,UNKNOWN,metro,12,1/06/2024
Jun-24,UNKNOWN,train,194,1/06/2024
Jun-25,Adult,bus,6069753,1/06/2025
Jun-25,Adult,ferry,309133,1/06/2025
Jun-25,Adult,light rail,1209174,1/06/2025
Jun-25,Adult,metro,2276887.06,1/06/2025
Jun-25,Adult,train,9113955.71,1/06/2025
Jun-25,CTP,bus,7223468,1/06/2025
Jun-25,CTP,ferry,707681,1/06/2025
Jun-25,CTP,light rail,1577013,1/06/2025
Jun-25,CTP,metro,2485381.41,1/06/2025
Jun-25,CTP,train,9195358.88,1/06/2025
Jun-25,Child/Youth,bus,534469,1/06/2025
Jun-25,Child/Youth,ferry,63180,1/06/2025
Jun-25,Child/Youth,light rail,100181,1/06/2025
Jun-25,Child/Youth,metro,206625.36,1/06/2025
Jun-25,Child/Youth,train,576481.65,1/06/2025
Jun-25,Concession,bus,853279,1/06/2025
Jun-25,Concession,ferry,21456,1/06/2025
Jun-25,Concession,light rail,350837,1/06/2025
Jun-25,Concession,metro,388645.75,1/06/2025
Jun-25,Concession,train,1100582.45,1/06/2025
Jun-25,Day Pass Child/Youth w/o SAF,bus,48,1/06/2025
Jun-25,Day Pass Child/Youth w/o SAF,ferry,51,1/06/2025
Jun-25,Day Pass Child/Youth w/o SAF,light rail,36,1/06/2025
Jun-25,Day Pass Child/Youth w/o SAF,metro,1.21,1/06/2025
Jun-25,Day Pass Child/Youth w/o SAF,train,209.79,1/06/2025
Jun-25,Day Pass without SAF,bus,1393,1/06/2025
Jun-25,Day Pass without SAF,ferry,30,1/06/2025
Jun-25,Day Pass without SAF,light rail,76,1/06/2025
Jun-25,Day Pass without SAF,metro,39.09,1/06/2025
Jun-25,Day Pass without SAF,train,935.96,1/06/2025
Jun-25,Employee,bus,77854,1/06/2025
Jun-25,Employee,ferry,4627,1/06/2025
Jun-25,Employee,light rail,13836,1/06/2025
Jun-25,Employee,metro,41683.57,1/06/2025
Jun-25,Employee,train,188840.06,1/06/2025
Jun-25,Free Travel,bus,28247,1/06/2025
Jun-25,Free Travel,ferry,1849,1/06/2025
Jun-25,Free Travel,light rail,3878,1/06/2025
Jun-25,Free Travel,metro,5499.84,1/06/2025
Jun-25,Free Travel,train,22663.19,1/06/2025
Jun-25,On Demand,bus,19234,1/06/2025
Jun-25,School Student,bus,1209180,1/06/2025
Jun-25,School Student,ferry,9369,1/06/2025
Jun-25,School Student,light rail,47944,1/06/2025
Jun-25,School Student,metro,297685.61,1/06/2025
Jun-25,School Student,train,843256.25,1/06/2025
Jun-25,Senior/Pensioner,bus,3131093,1/06/2025
Jun-25,Senior/Pensioner,ferry,175913,1/06/2025
Jun-25,Senior/Pensioner,light rail,464471,1/06/2025
Jun-25,Senior/Pensioner,metro,469013.7,1/06/2025
Jun-25,Senior/Pensioner,train,2324445.81,1/06/2025
Jun-25,Sgl Trip Ferry Adult,ferry,17001,1/06/2025
Jun-25,Sgl Trip Ferry Child/Youth,ferry,10352,1/06/2025
Jun-25,Sgl Trip LR Adult,light rail,2812,1/06/2025
Jun-25,Sgl Trip LR Child/Youth,light rail,1771,1/06/2025
Jun-25,Sgl Trip Rail Adult,metro,10011.94,1/06/2025
Jun-25,Sgl Trip Rail Adult,train,63769.68,1/06/2025
Jun-25,Sgl Trip Rail Child/Youth,metro,13250.56,1/06/2025
Jun-25,Sgl Trip Rail Child/Youth,train,42238.44,1/06/2025
Jun-25,UNKNOWN,bus,23,1/06/2025
Jun-25,UNKNOWN,light rail,1,1/06/2025
Jun-25,UNKNOWN,metro,1.83,1/06/2025
Jun-25,UNKNOWN,train,29,1/06/2025
Mar-24,Adult,bus,7318169,1/03/2024
Mar-24,Adult,ferry,471340,1/03/2024
Mar-24,Adult,light rail,1346495,1/03/2024
