Year_Month,Card_type,Line,Trip
Nov-16,School Student,"T1 North Shore, Northern and Western Line",456338
Nov-16,Senior/Pensioner,"T1 North Shore, Northern and Western Line",1002122
Nov-16,Sgl Trip Rail Adult,"T1 North Shore, Northern and Western Line",82110
Nov-16,Sgl Trip Rail Child/Youth,"T1 North Shore, Northern and Western Line",18246
Nov-16,Adult,"T2 Airport, Inner West and South Line",5519508
Nov-16,Child/Youth,"T2 Airport, Inner West and South Line",209515
Nov-16,Concession,"T2 Airport, Inner West and South Line",402211
Nov-16,Employee,"T2 Airport, Inner West and South Line",75731
Nov-16,Free Travel,"T2 Airport, Inner West and South Line",7085
Nov-16,School Student,"T2 Airport, Inner West and South Line",177666
Nov-16,Senior/Pensioner,"T2 Airport, Inner West and South Line",617855
Nov-16,Sgl Trip Rail Adult,"T2 Airport, Inner West and South Line",146941
Nov-16,Sgl Trip Rail Child/Youth,"T2 Airport, Inner West and South Line",14246
Nov-16,Adult,T3 Bankstown Line,1747282
Nov-16,Child/Youth,T3 Bankstown Line,81801
Nov-16,Concession,T3 Bankstown Line,139608
Nov-16,Employee,T3 Bankstown Line,16371
Nov-16,Free Travel,T3 Bankstown Line,1545
Nov-16,School Student,T3 Bankstown Line,62104
Nov-16,Senior/Pensioner,T3 Bankstown Line,262304
Nov-16,Sgl Trip Rail Adult,T3 Bankstown Line,15247
Nov-16,Sgl Trip Rail Child/Youth,T3 Bankstown Line,3591
Nov-16,Adult,T4 Eastern Suburbs & Illawarra Line,4461496
Nov-16,Child/Youth,T4 Eastern Suburbs & Illawarra Line,170691
Nov-16,Concession,T4 Eastern Suburbs & Illawarra Line,244085
Nov-16,Employee,T4 Eastern Suburbs & Illawarra Line,52140
Nov-16,Free Travel,T4 Eastern Suburbs & Illawarra Line,6650
Nov-16,School Student,T4 Eastern Suburbs & Illawarra Line,152614
Nov-16,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,508918
Nov-16,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,44367
Nov-16,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,9007
Nov-16,Adult,T5 Cumberland Line,362326
Nov-16,Child/Youth,T5 Cumberland Line,13615
Nov-16,Concession,T5 Cumberland Line,30756
Nov-16,Employee,T5 Cumberland Line,3369
Nov-16,Free Travel,T5 Cumberland Line,137
Nov-16,School Student,T5 Cumberland Line,15602
Nov-16,Senior/Pensioner,T5 Cumberland Line,54441
Nov-16,Sgl Trip Rail Adult,T5 Cumberland Line,2196
Nov-16,Sgl Trip Rail Child/Youth,T5 Cumberland Line,399
Nov-16,Adult,T6 Carlingford Line,36327
Nov-16,Child/Youth,T6 Carlingford Line,800
Nov-16,Concession,T6 Carlingford Line,2210
Nov-16,Employee,T6 Carlingford Line,276
Nov-16,Free Travel,T6 Carlingford Line,20
Nov-16,School Student,T6 Carlingford Line,903
Nov-16,Senior/Pensioner,T6 Carlingford Line,3758
Nov-16,Sgl Trip Rail Adult,T6 Carlingford Line,75
Nov-16,Sgl Trip Rail Child/Youth,T6 Carlingford Line,3
Nov-16,Adult,T7 Olympic Park Line,104223
Nov-16,Child/Youth,T7 Olympic Park Line,11449
Nov-16,Concession,T7 Olympic Park Line,5890
Nov-16,Employee,T7 Olympic Park Line,431
Nov-16,Free Travel,T7 Olympic Park Line,33
Nov-16,School Student,T7 Olympic Park Line,2442
Nov-16,Senior/Pensioner,T7 Olympic Park Line,8285
Nov-16,Sgl Trip Rail Adult,T7 Olympic Park Line,1123
Nov-16,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,260
Dec-16,Adult,Blue Mountains Line,541787
Dec-16,Child/Youth,Blue Mountains Line,46411
Dec-16,Concession,Blue Mountains Line,37017
Dec-16,Employee,Blue Mountains Line,10700
Dec-16,Free Travel,Blue Mountains Line,1039
Dec-16,School Student,Blue Mountains Line,11641
Dec-16,Senior/Pensioner,Blue Mountains Line,105972
Dec-16,Sgl Trip Rail Adult,Blue Mountains Line,7381
Dec-16,Sgl Trip Rail Child/Youth,Blue Mountains Line,2466
Dec-16,Adult,Central Coast & Newcastle Line,998680
Dec-16,Child/Youth,Central Coast & Newcastle Line,84261
Dec-16,Concession,Central Coast & Newcastle Line,70273
Dec-16,Employee,Central Coast & Newcastle Line,22145
Dec-16,Free Travel,Central Coast & Newcastle Line,2177
Dec-16,School Student,Central Coast & Newcastle Line,35090
Dec-16,Senior/Pensioner,Central Coast & Newcastle Line,219428
Dec-16,Sgl Trip Rail Adult,Central Coast & Newcastle Line,16206
Dec-16,Sgl Trip Rail Child/Youth,Central Coast & Newcastle Line,4665
Dec-16,Adult,Hunter Line,33766
Dec-16,Child/Youth,Hunter Line,5265
Dec-16,Concession,Hunter Line,4515
Dec-16,Employee,Hunter Line,635
Dec-16,Free Travel,Hunter Line,96
Dec-16,School Student,Hunter Line,1956
Dec-16,Senior/Pensioner,Hunter Line,17001
Dec-16,Sgl Trip Rail Adult,Hunter Line,774
Dec-16,Sgl Trip Rail Child/Youth,Hunter Line,419
Dec-16,Adult,South Coast Line,563097
Dec-16,Child/Youth,South Coast Line,46759
Dec-16,Concession,South Coast Line,40291
Dec-16,Employee,South Coast Line,8104
Dec-16,Free Travel,South Coast Line,875
Dec-16,School Student,South Coast Line,11003
Dec-16,Senior/Pensioner,South Coast Line,104044
Dec-16,Sgl Trip Rail Adult,South Coast Line,7537
Dec-16,Sgl Trip Rail Child/Youth,South Coast Line,2203
Dec-16,Adult,Southern Highlands Line,45781
Dec-16,Child/Youth,Southern Highlands Line,7944
Dec-16,Concession,Southern Highlands Line,3365
Dec-16,Employee,Southern Highlands Line,869
Dec-16,Free Travel,Southern Highlands Line,161
Dec-16,School Student,Southern Highlands Line,643
Dec-16,Senior/Pensioner,Southern Highlands Line,17819
Dec-16,Sgl Trip Rail Adult,Southern Highlands Line,633
Dec-16,Sgl Trip Rail Child/Youth,Southern Highlands Line,268
Dec-16,Adult,"T1 North Shore, Northern and Western Line",8036202
Dec-16,Child/Youth,"T1 North Shore, Northern and Western Line",505401
Dec-16,Concession,"T1 North Shore, Northern and Western Line",524749
Dec-16,Employee,"T1 North Shore, Northern and Western Line",107270
Dec-16,Free Travel,"T1 North Shore, Northern and Western Line",10920
Dec-16,School Student,"T1 North Shore, Northern and Western Line",174567
Dec-16,Senior/Pensioner,"T1 North Shore, Northern and Western Line",923518
Dec-16,Sgl Trip Rail Adult,"T1 North Shore, Northern and Western Line",94943
Dec-16,Sgl Trip Rail Child/Youth,"T1 North Shore, Northern and Western Line",29155
Dec-16,Adult,"T2 Airport, Inner West and South Line",5124055
Dec-16,Child/Youth,"T2 Airport, Inner West and South Line",286848
Dec-16,Concession,"T2 Airport, Inner West and South Line",326413
Dec-16,Employee,"T2 Airport, Inner West and South Line",68435
Dec-16,Free Travel,"T2 Airport, Inner West and South Line",6388
Dec-16,School Student,"T2 Airport, Inner West and South Line",72619
Dec-16,Senior/Pensioner,"T2 Airport, Inner West and South Line",590856
Dec-16,Sgl Trip Rail Adult,"T2 Airport, Inner West and South Line",160986
Dec-16,Sgl Trip Rail Child/Youth,"T2 Airport, Inner West and South Line",25398
Dec-16,Adult,T3 Bankstown Line,1588061
Dec-16,Child/Youth,T3 Bankstown Line,103801
Dec-16,Concession,T3 Bankstown Line,111584
Dec-16,Employee,T3 Bankstown Line,15432
Dec-16,Free Travel,T3 Bankstown Line,1396
Dec-16,School Student,T3 Bankstown Line,26485
Dec-16,Senior/Pensioner,T3 Bankstown Line,247124
Dec-16,Sgl Trip Rail Adult,T3 Bankstown Line,19491
Dec-16,Sgl Trip Rail Child/Youth,T3 Bankstown Line,5661
Dec-16,Adult,T4 Eastern Suburbs & Illawarra Line,4147929
Dec-16,Child/Youth,T4 Eastern Suburbs & Illawarra Line,238791
Dec-16,Concession,T4 Eastern Suburbs & Illawarra Line,211227
Dec-16,Employee,T4 Eastern Suburbs & Illawarra Line,48858
Dec-16,Free Travel,T4 Eastern Suburbs & Illawarra Line,5877
Dec-16,School Student,T4 Eastern Suburbs & Illawarra Line,62428
Dec-16,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,485480
Dec-16,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,51040
Dec-16,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,14520
Dec-16,Adult,T5 Cumberland Line,322395
Dec-16,Child/Youth,T5 Cumberland Line,19870
Dec-16,Concession,T5 Cumberland Line,23573
Dec-16,Employee,T5 Cumberland Line,2790
Dec-16,Free Travel,T5 Cumberland Line,108
Dec-16,School Student,T5 Cumberland Line,6410
Dec-16,Senior/Pensioner,T5 Cumberland Line,51193
Dec-16,Sgl Trip Rail Adult,T5 Cumberland Line,2752
Dec-16,Sgl Trip Rail Child/Youth,T5 Cumberland Line,770
Dec-16,Adult,T6 Carlingford Line,30726
Dec-16,Child/Youth,T6 Carlingford Line,1038
Dec-16,Concession,T6 Carlingford Line,1508
Dec-16,Employee,T6 Carlingford Line,179
Dec-16,Free Travel,T6 Carlingford Line,19
Dec-16,School Student,T6 Carlingford Line,371
Dec-16,Senior/Pensioner,T6 Carlingford Line,3596
Dec-16,Sgl Trip Rail Adult,T6 Carlingford Line,55
Dec-16,Sgl Trip Rail Child/Youth,T6 Carlingford Line,5
Dec-16,Adult,T7 Olympic Park Line,99922
Dec-16,Child/Youth,T7 Olympic Park Line,7369
Dec-16,Concession,T7 Olympic Park Line,7274
Dec-16,Employee,T7 Olympic Park Line,430
Dec-16,Free Travel,T7 Olympic Park Line,43
Dec-16,School Student,T7 Olympic Park Line,981
Dec-16,Senior/Pensioner,T7 Olympic Park Line,7777
Dec-16,Sgl Trip Rail Adult,T7 Olympic Park Line,1124
Dec-16,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,236
Jan-17,Adult,Blue Mountains Line,520123
Jan-17,Child/Youth,Blue Mountains Line,54242
Jan-17,Concession,Blue Mountains Line,33551
Jan-17,Employee,Blue Mountains Line,9708
Jan-17,Free Travel,Blue Mountains Line,897
Jan-17,School Student,Blue Mountains Line,1948
Jan-17,Senior/Pensioner,Blue Mountains Line,98251
Jan-17,Sgl Trip Rail Adult,Blue Mountains Line,6082
Jan-17,Sgl Trip Rail Child/Youth,Blue Mountains Line,2542
Jan-17,Adult,Central Coast & Newcastle Line,981946
Jan-17,Child/Youth,Central Coast & Newcastle Line,101939
Jan-17,Concession,Central Coast & Newcastle Line,64150
Jan-17,Employee,Central Coast & Newcastle Line,20804
Jan-17,Free Travel,Central Coast & Newcastle Line,2046
Jan-17,School Student,Central Coast & Newcastle Line,6408
Jan-17,Senior/Pensioner,Central Coast & Newcastle Line,205600
Jan-17,Sgl Trip Rail Adult,Central Coast & Newcastle Line,14376
Jan-17,Sgl Trip Rail Child/Youth,Central Coast & Newcastle Line,5494
Jan-17,Adult,Hunter Line,34491
Jan-17,Child/Youth,Hunter Line,6897
Jan-17,Concession,Hunter Line,4492
Jan-17,Employee,Hunter Line,609
Jan-17,Free Travel,Hunter Line,87
Jan-17,School Student,Hunter Line,360
Jan-17,Senior/Pensioner,Hunter Line,16993
Jan-17,Sgl Trip Rail Adult,Hunter Line,662
Jan-17,Sgl Trip Rail Child/Youth,Hunter Line,532
Jan-17,Adult,South Coast Line,527438
Jan-17,Child/Youth,South Coast Line,53345
Jan-17,Concession,South Coast Line,35863
Jan-17,Employee,South Coast Line,7331
Jan-17,Free Travel,South Coast Line,891
Jan-17,School Student,South Coast Line,1757
Jan-17,Senior/Pensioner,South Coast Line,97172
Jan-17,Sgl Trip Rail Adult,South Coast Line,6240
Jan-17,Sgl Trip Rail Child/Youth,South Coast Line,2310
Jan-17,Adult,Southern Highlands Line,44971
Jan-17,Child/Youth,Southern Highlands Line,9083
Jan-17,Concession,Southern Highlands Line,2999
Jan-17,Employee,Southern Highlands Line,849
Jan-17,Free Travel,Southern Highlands Line,201
Jan-17,School Student,Southern Highlands Line,110
Jan-17,Senior/Pensioner,Southern Highlands Line,16653
Jan-17,Sgl Trip Rail Adult,Southern Highlands Line,634
Jan-17,Sgl Trip Rail Child/Youth,Southern Highlands Line,275
Jan-17,Adult,"T1 North Shore, Northern and Western Line",7774754
Jan-17,Child/Youth,"T1 North Shore, Northern and Western Line",552039
Jan-17,Concession,"T1 North Shore, Northern and Western Line",488489
Jan-17,Employee,"T1 North Shore, Northern and Western Line",97568
Jan-17,Free Travel,"T1 North Shore, Northern and Western Line",9976
Jan-17,School Student,"T1 North Shore, Northern and Western Line",30356
Jan-17,Senior/Pensioner,"T1 North Shore, Northern and Western Line",852475
Jan-17,Sgl Trip Rail Adult,"T1 North Shore, Northern and Western Line",76493
Jan-17,Sgl Trip Rail Child/Youth,"T1 North Shore, Northern and Western Line",28172
Jan-17,Adult,"T2 Airport, Inner West and South Line",4988179
Jan-17,Child/Youth,"T2 Airport, Inner West and South Line",327064
Jan-17,Concession,"T2 Airport, Inner West and South Line",308993
Jan-17,Employee,"T2 Airport, Inner West and South Line",62458
Jan-17,Free Travel,"T2 Airport, Inner West and South Line",6036
Jan-17,School Student,"T2 Airport, Inner West and South Line",11476
Jan-17,Senior/Pensioner,"T2 Airport, Inner West and South Line",559418
Jan-17,Sgl Trip Rail Adult,"T2 Airport, Inner West and South Line",134011
Jan-17,Sgl Trip Rail Child/Youth,"T2 Airport, Inner West and South Line",26144
Jan-17,Adult,T3 Bankstown Line,1529871
Jan-17,Child/Youth,T3 Bankstown Line,112245
Jan-17,Concession,T3 Bankstown Line,104421
Jan-17,Employee,T3 Bankstown Line,13597
Jan-17,Free Travel,T3 Bankstown Line,1221
Jan-17,School Student,T3 Bankstown Line,3824
Jan-17,Senior/Pensioner,T3 Bankstown Line,235756
Jan-17,Sgl Trip Rail Adult,T3 Bankstown Line,16062
Jan-17,Sgl Trip Rail Child/Youth,T3 Bankstown Line,5580
Jan-17,Adult,T4 Eastern Suburbs & Illawarra Line,3863971
Jan-17,Child/Youth,T4 Eastern Suburbs & Illawarra Line,239712
Jan-17,Concession,T4 Eastern Suburbs & Illawarra Line,184810
Jan-17,Employee,T4 Eastern Suburbs & Illawarra Line,43330
Jan-17,Free Travel,T4 Eastern Suburbs & Illawarra Line,5248
Jan-17,School Student,T4 Eastern Suburbs & Illawarra Line,10495
Jan-17,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,426432
Jan-17,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,42179
Jan-17,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,13180
Jan-17,Adult,T5 Cumberland Line,306808
Jan-17,Child/Youth,T5 Cumberland Line,21600
Jan-17,Concession,T5 Cumberland Line,21631
Jan-17,Employee,T5 Cumberland Line,2525
Jan-17,Free Travel,T5 Cumberland Line,84
Jan-17,School Student,T5 Cumberland Line,974
Jan-17,Senior/Pensioner,T5 Cumberland Line,47426
Jan-17,Sgl Trip Rail Adult,T5 Cumberland Line,2169
Jan-17,Sgl Trip Rail Child/Youth,T5 Cumberland Line,719
Jan-17,Adult,T6 Carlingford Line,28169
Jan-17,Child/Youth,T6 Carlingford Line,1043
Jan-17,Concession,T6 Carlingford Line,1267
Jan-17,Employee,T6 Carlingford Line,210
Jan-17,Free Travel,T6 Carlingford Line,21
Jan-17,School Student,T6 Carlingford Line,49
Jan-17,Senior/Pensioner,T6 Carlingford Line,2857
Jan-17,Sgl Trip Rail Adult,T6 Carlingford Line,50
Jan-17,Sgl Trip Rail Child/Youth,T6 Carlingford Line,7
Jan-17,Adult,T7 Olympic Park Line,88806
Jan-17,Child/Youth,T7 Olympic Park Line,6091
Jan-17,Concession,T7 Olympic Park Line,4661
Jan-17,Employee,T7 Olympic Park Line,360
Jan-17,Free Travel,T7 Olympic Park Line,37
Jan-17,School Student,T7 Olympic Park Line,134
Jan-17,Senior/Pensioner,T7 Olympic Park Line,7190
Jan-17,Sgl Trip Rail Adult,T7 Olympic Park Line,894
Jan-17,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,253
Feb-17,Adult,Blue Mountains Line,541509
Feb-17,Child/Youth,Blue Mountains Line,28641
Feb-17,Concession,Blue Mountains Line,42213
Feb-17,Employee,Blue Mountains Line,10926
Feb-17,Free Travel,Blue Mountains Line,1000
Feb-17,School Student,Blue Mountains Line,30315
Feb-17,Senior/Pensioner,Blue Mountains Line,99233
Feb-17,Sgl Trip Rail Adult,Blue Mountains Line,5072
Feb-17,Sgl Trip Rail Child/Youth,Blue Mountains Line,1229
Feb-17,Adult,Central Coast & Newcastle Line,1045870
Feb-17,Child/Youth,Central Coast & Newcastle Line,63519
Feb-17,Concession,Central Coast & Newcastle Line,79162
Feb-17,Employee,Central Coast & Newcastle Line,22450
Feb-17,Free Travel,Central Coast & Newcastle Line,2407
Feb-17,School Student,Central Coast & Newcastle Line,84413
Feb-17,Senior/Pensioner,Central Coast & Newcastle Line,210605
Feb-17,Sgl Trip Rail Adult,Central Coast & Newcastle Line,11801
Feb-17,Sgl Trip Rail Child/Youth,Central Coast & Newcastle Line,2265
Feb-17,Adult,Hunter Line,37943
Feb-17,Child/Youth,Hunter Line,4346
Feb-17,Concession,Hunter Line,6560
Feb-17,Employee,Hunter Line,663
Feb-17,Free Travel,Hunter Line,86
Feb-17,School Student,Hunter Line,3898
Feb-17,Senior/Pensioner,Hunter Line,17326
Feb-17,Sgl Trip Rail Adult,Hunter Line,631
Feb-17,Sgl Trip Rail Child/Youth,Hunter Line,281
Feb-17,Adult,South Coast Line,559752
Feb-17,Child/Youth,South Coast Line,30987
Feb-17,Concession,South Coast Line,44899
Feb-17,Employee,South Coast Line,8260
Feb-17,Free Travel,South Coast Line,893
Feb-17,School Student,South Coast Line,29832
Feb-17,Senior/Pensioner,South Coast Line,101542
Feb-17,Sgl Trip Rail Adult,South Coast Line,5708
Feb-17,Sgl Trip Rail Child/Youth,South Coast Line,946
Feb-17,Adult,Southern Highlands Line,46047
Feb-17,Child/Youth,Southern Highlands Line,5357
Feb-17,Concession,Southern Highlands Line,4307
Feb-17,Employee,Southern Highlands Line,877
Feb-17,Free Travel,Southern Highlands Line,199
Feb-17,School Student,Southern Highlands Line,1778
Feb-17,Senior/Pensioner,Southern Highlands Line,17165
Feb-17,Sgl Trip Rail Adult,Southern Highlands Line,482
Feb-17,Sgl Trip Rail Child/Youth,Southern Highlands Line,93
Feb-17,Adult,"T1 North Shore, Northern and Western Line",8446672
Feb-17,Child/Youth,"T1 North Shore, Northern and Western Line",394228
Feb-17,Concession,"T1 North Shore, Northern and Western Line",607040
Feb-17,Employee,"T1 North Shore, Northern and Western Line",110490
Feb-17,Free Travel,"T1 North Shore, Northern and Western Line",11494
Feb-17,School Student,"T1 North Shore, Northern and Western Line",464128
Feb-17,Senior/Pensioner,"T1 North Shore, Northern and Western Line",892348
Feb-17,Sgl Trip Rail Adult,"T1 North Shore, Northern and Western Line",72444
Feb-17,Sgl Trip Rail Child/Youth,"T1 North Shore, Northern and Western Line",15911
Feb-17,Adult,"T2 Airport, Inner West and South Line",5164752
Feb-17,Child/Youth,"T2 Airport, Inner West and South Line",198930
Feb-17,Concession,"T2 Airport, Inner West and South Line",369619
Feb-17,Employee,"T2 Airport, Inner West and South Line",68436
Feb-17,Free Travel,"T2 Airport, Inner West and South Line",6569
Feb-17,School Student,"T2 Airport, Inner West and South Line",180228
Feb-17,Senior/Pensioner,"T2 Airport, Inner West and South Line",550473
Feb-17,Sgl Trip Rail Adult,"T2 Airport, Inner West and South Line",136952
Feb-17,Sgl Trip Rail Child/Youth,"T2 Airport, Inner West and South Line",13796
Feb-17,Adult,T3 Bankstown Line,1557785
Feb-17,Child/Youth,T3 Bankstown Line,75895
Feb-17,Concession,T3 Bankstown Line,121362
Feb-17,Employee,T3 Bankstown Line,14636
Feb-17,Free Travel,T3 Bankstown Line,1360
Feb-17,School Student,T3 Bankstown Line,60165
Feb-17,Senior/Pensioner,T3 Bankstown Line,228102
Feb-17,Sgl Trip Rail Adult,T3 Bankstown Line,14125
Feb-17,Sgl Trip Rail Child/Youth,T3 Bankstown Line,3184
Feb-17,Adult,T4 Eastern Suburbs & Illawarra Line,4090553
Feb-17,Child/Youth,T4 Eastern Suburbs & Illawarra Line,157792
Feb-17,Concession,T4 Eastern Suburbs & Illawarra Line,216161
Feb-17,Employee,T4 Eastern Suburbs & Illawarra Line,46874
Feb-17,Free Travel,T4 Eastern Suburbs & Illawarra Line,5895
Feb-17,School Student,T4 Eastern Suburbs & Illawarra Line,155265
Feb-17,Senior/Pensioner,T4 Eastern Suburbs & Illawarra Line,445371
Feb-17,Sgl Trip Rail Adult,T4 Eastern Suburbs & Illawarra Line,38877
Feb-17,Sgl Trip Rail Child/Youth,T4 Eastern Suburbs & Illawarra Line,7605
Feb-17,Adult,T5 Cumberland Line,333810
Feb-17,Child/Youth,T5 Cumberland Line,12905
Feb-17,Concession,T5 Cumberland Line,28428
Feb-17,Employee,T5 Cumberland Line,3060
Feb-17,Free Travel,T5 Cumberland Line,118
Feb-17,School Student,T5 Cumberland Line,15614
Feb-17,Senior/Pensioner,T5 Cumberland Line,47763
Feb-17,Sgl Trip Rail Adult,T5 Cumberland Line,1856
Feb-17,Sgl Trip Rail Child/Youth,T5 Cumberland Line,344
Feb-17,Adult,T6 Carlingford Line,31519
Feb-17,Child/Youth,T6 Carlingford Line,947
Feb-17,Concession,T6 Carlingford Line,1895
Feb-17,Employee,T6 Carlingford Line,221
Feb-17,Free Travel,T6 Carlingford Line,28
Feb-17,School Student,T6 Carlingford Line,913
Feb-17,Senior/Pensioner,T6 Carlingford Line,2958
Feb-17,Sgl Trip Rail Adult,T6 Carlingford Line,37
Feb-17,Sgl Trip Rail Child/Youth,T6 Carlingford Line,3
Feb-17,Adult,T7 Olympic Park Line,104382
Feb-17,Child/Youth,T7 Olympic Park Line,3762
Feb-17,Concession,T7 Olympic Park Line,5629
Feb-17,Employee,T7 Olympic Park Line,469
Feb-17,Free Travel,T7 Olympic Park Line,43
Feb-17,School Student,T7 Olympic Park Line,2189
Feb-17,Senior/Pensioner,T7 Olympic Park Line,8095
Feb-17,Sgl Trip Rail Adult,T7 Olympic Park Line,929
Feb-17,Sgl Trip Rail Child/Youth,T7 Olympic Park Line,114
Mar-17,Adult,Blue Mountains Line,642195
Mar-17,Child/Youth,Blue Mountains Line,33442
